OACI,CIAD,Nome,Municipio,UF,Tipo
SSIN,RJ0145,Sítio Costa dos Calhaus,PARATY,RJ,Privado
SJOI,SP0639,Office Premium Indaiatuba,INDAIATUBA,SP,Privado
SNAK,PA0157,Carajás,PARAUAPEBAS,PA,Privado
SDAZ,RJ0029,Rio Alpha,RIO DE JANEIRO,RJ,Privado
SDGD,SP0333,Eucatex-Botucatú,BOTUCATU,SP,Privado
SSLR,MS0303,Ocorema,LADÁRIO,MS,Privado
SWJS,MT0686,Santa Rosa Pantanal Hotel,POCONÉ,MT,Privado
SWHE,SP0807,Santa Helena,VOTORANTIM,SP,Privado
SWDE,SP0796,Parque Dom Pedro,CAMPINAS,SP,Privado
SDSW,RJ0180,Carta Fabril 01,PIRAÍ,RJ,Privado
SSSJ,PA0158,HSM,BELÉM,PA,Privado
SIHU,CE0073,PFB,AQUIRAZ,CE,Privado
SINF,ES0018,Heliponto N&F,SERRA,ES,Privado
SIYU,SP0579,Edifício Ronaldo Sampaio Ferreira,SÃO PAULO,SP,Privado
SNQC,SP0722,IGESP,SÃO PAULO,SP,Privado
SJTE,SP0662,Tênis Camp,ARTUR NOGUEIRA,SP,Privado
SIRG,SC0176,Ninho do Pássaro,NAVEGANTES,SC,Privado
SDUI,SP0430,Centro Empresarial Iudice,SÃO PAULO,SP,Privado
SDYD,RJ0064,Senna,ANGRA DOS REIS,RJ,Privado
SSOA,SP0764,Blue Tree Tower Faria Lima,SÃO PAULO,SP,Privado
SDQI,SP0408,Fazenda Quilombo,INDAIATUBA,SP,Privado
SJTD,SP0661,Plaza JK,SÃO PAULO,SP,Privado
SDAV,MG0211,Quick Alameda das Águas,NOVA LIMA,MG,Privado
SSZL,MS0360,Fazenda Córrego Azul,BRASILÂNDIA,MS,Privado
SWPH,MT0379,Fazenda Paulo Abreu,BARRA DO GARÇAS,MT,Privado
SDLX,MT0041,Fazenda Jacareúna,SÃO FÉLIX DO ARAGUAIA,MT,Privado
SIEI,BA0193,Helicia,SIMÕES FILHO,BA,Privado
SWQI,SP1308,Fazenda Caturama,ZACARIAS,SP,Privado
SNJY,SC0102,Ibiza Blumenau,BLUMENAU,SC,Privado
SJUF,AP0012,Silvestre,PEDRA BRANCA DO AMAPARI,AP,Privado
SDYU,SC0047,Pericó Vinícola,SÃO JOAQUIM,SC,Privado
SIIG,SP0182,Elisa Camargo de Arruda Botelho,RANCHARIA,SP,Privado
SJBV,PR0117,Rio Verde/Mercosul,CAMPO LARGO,PR,Privado
SNQB,MT0605,FERMAP,SORRISO,MT,Privado
SNBV,PE0039,Bela Vista,SANTA CRUZ DO CAPIBARIBE,PE,Privado
SJID,SE0007,Fazenda Bonfim,LAGARTO,SE,Privado
SWKG,RJ0160,Ilha da Gipóia,ANGRA DOS REIS,RJ,Privado
SNWT,SP0735,M Executive Taubaté,TAUBATÉ,SP,Privado
SWMD,MG0283,Fazenda da Máquina,SETE LAGOAS,MG,Privado
SDDS,SP0311,Sucupira,SÃO PAULO,SP,Privado
SWKF,MT0359,Fazenda Furnas do Sararé,PONTES E LACERDA,MT,Privado
SWDA,BA0228,Centro Administrativo da Bahia - CAB,SALVADOR,BA,Privado
SJEY,SP0616,Eurofarma Laboratórios S.A,ITAPEVI,SP,Privado
SJTH,GO0288,Fazenda Pôr do Sol,CRISTALINA,GO,Privado
SWID,SP0813,Itaú - Data Center Mogi Mirim,MOGI MIRIM,SP,Privado
SDEC,PE0020,Empresarial Charles Darwin,RECIFE,PE,Privado
SDBR,SP0299,REC Berrini,SÃO PAULO,SP,Privado
SJWZ,SP0676,E-Tower,SÃO PAULO,SP,Privado
SDDI,SP0086,Fazenda Tamara,SALMOURÃO,SP,Privado
SDYR,SP0453,Panco II,SÃO PAULO,SP,Privado
SNUY,SP1263,Villa Santa Maria,SÃO BENTO DO SAPUCAÍ,SP,Privado
SDYV,SP0454,SECOVI,SÃO PAULO,SP,Privado
SSDG,MT0283,Fazenda Nossa Senhora das Graças,SORRISO,MT,Privado
SNRL,SP0728,Folhamatic,AMERICANA,SP,Privado
SDNF,MG0218,Agéo Fazenda Capitão do Mato,NOVA LIMA,MG,Privado
SJKV,RR0042,Cumanã 1,PACARAIMA,RR,Privado
SNBP,ES0021,Praia da Costa,VILA VELHA,ES,Privado
SDC4,PE0093,Condomínio Aeronáutico Hangar Fly Residence,PETROLINA,PE,Privado
SJRU,PA0169,Fazenda Terra Roxa,SANTA MARIA DAS BARREIRAS,PA,Privado
SIMH,SP0527,Honda Automóveis,SUMARÉ,SP,Privado
SWHW,SP0811,Helbor Tower,MOGI DAS CRUZES,SP,Privado
SSUH,SP0781,Helinorte,SÃO PAULO,SP,Privado
SICC,SP0472,Fazenda Campo Alto,ARARAS,SP,Privado
SSLV,PE0064,Jerusalem Medical Center,RECIFE,PE,Privado
SIAK,RS0105,Santa Casa de Misericórdia de Porto Alegre,PORTO ALEGRE,RS,Privado
SNNI,SP0718,HTO - Horto da Paz,ITAPECERICA DA SERRA,SP,Privado
SDTM,SP0425,Crystal Tower,BARUERI,SP,Privado
SNIM,SC0077,Pegoraro Joaçaba,JOAÇABA,SC,Privado
SDFG,DF0009,CADF,BRASÍLIA,DF,Privado
SJRV,MT0216,PCH Garganta da Jararaca,NOVA MARINGÁ,MT,Privado
SNVO,SP0733,Vigor,SÃO PAULO,SP,Privado
SNCD,PE0040,Catuama,GOIANA,PE,Privado
SWCT,PR0146,Laguna Iguaçu,CURITIBA,PR,Privado
SIRP,GO0160,All Park Polo Empresarial,APARECIDA DE GOIÂNIA,GO,Privado
SDLF,SP0381,SBT,OSASCO,SP,Privado
SSSN,RJ0149,Do Açu,SÃO JOÃO DA BARRA,RJ,Privado
SJOF,MG0459,Fazenda Forcela,ITAPECERICA,MG,Privado
SIPS,MG0231,Haras Forum,PEDRO LEOPOLDO,MG,Privado
SICI,SC0048,Metropolitan Criciúma,CRICIÚMA,SC,Privado
SDCT,MG0214,Pequena Tiradentes ,TIRADENTES,MG,Privado
SWVD,SP0836,Vila Don Patto,SÃO ROQUE,SP,Privado
SJYA,SC0074,BCW,PENHA,SC,Privado
SSQV,SP0771,UNICID - Universidade Cidade de São Paulo,SÃO PAULO,SP,Privado
SSMM,CE0060,MACAÉ,TAUÁ,CE,Privado
SIAM,AM0057,Francisca Mendes,MANAUS,AM,Privado
SDBC,SP0294,Bradesco Alphaville,BARUERI,SP,Privado
SWSI,PA0242,Pousada Amazônia Fishing Lodge,JACAREACANGA,PA,Privado
SDBF,SP0295,Porto Seguro,SÃO PAULO,SP,Privado
SSXL,SP0790,Chendel,ATIBAIA,SP,Privado
SNPK,SC0080,WF,POMERODE,SC,Privado
SJPM,RJ0109,Cap. PM Cidimar Antunes de Almeida,NITERÓI,RJ,Privado
SIHD,SP0499,Divena,SÃO PAULO,SP,Privado
SNAA,SC0108,Harmony,BALNEÁRIO CAMBORIÚ,SC,Privado
SNMO,SP0714,Sítio Baronesa,CAMPOS DO JORDÃO,SP,Privado
SJFH,SP0618,I.I.J.O.- Rosário,GUAÍRA,SP,Privado
SBQL,SP1281,Centro de Convenções Ponta da Praia,SANTOS,SP,Privado
SJEU,SC0173,Unifique,TIMBÓ,SC,Privado
SISE,RS0106,Sementes Roos,NÃO-ME-TOQUE,RS,Privado
SJAP,SP0591,Marjan,VALINHOS,SP,Privado
SWQF,CE0068,Miguel Dias III,MULUNGU,CE,Privado
SSJT,SP0755,JTMaresias,SÃO SEBASTIÃO,SP,Privado
SSYH,SP0791,Hospital Autódromo José Carlos Pace,SÃO PAULO,SP,Privado
SDYZ,SP0455,Kuka,SÃO PAULO,SP,Privado
SDVO,TO0015,Clube Voart,ARAGUAÍNA,TO,Privado
SJRL,PR0124,Ryhad Palace Hotel,ARAUCÁRIA,PR,Privado
SDSX,SP0420,ITM Expo,SÃO PAULO,SP,Privado
SNKW,CE0051,Monteflor,GUARAMIRANGA,CE,Privado
SBOP,SP1309,Arena Corinthians,SÃO PAULO,SP,Privado
SNGF,PE0044,Fazenda Manacá,GRAVATÁ,PE,Privado
SJVT,BA0211,Alto do Rio Verde Trancoso,PORTO SEGURO,BA,Privado
SNBY,MG0250,Torre Boulevard,BELO HORIZONTE,MG,Privado
SDVN,SP0435,S.M.S.,CAMPOS DO JORDÃO,SP,Privado
SWFI,MT0506,Fazenda Santa Paula,CÁCERES,MT,Privado
SJXG,MT0618,Fazenda Agrovás,SÃO FÉLIX DO ARAGUAIA,MT,Privado
SWWH,MS0400,Fazenda Marca Salto,ANGÉLICA,MS,Privado
SJUM,SC0072,Maximus,ITUPORANGA,SC,Privado
SIIH,SP0504,Torre 2000,SÃO PAULO,SP,Privado
SWZO,MT0448,Fazenda Lagoa Funda,CAMPO VERDE,MT,Privado
SJUN,SP0861,São Fernando Golf Club,COTIA,SP,Privado
SIWP,SC0062,Siframar,ITAPEMA,SC,Privado
SDUV,ES0012,Columbia,SERRA,ES,Privado
SWGB,GO0175,Gabinete Militar,GOIÂNIA,GO,Privado
SDHM,MG0303,Hospital Metropolitano de Belo Horizonte,BELO HORIZONTE,MG,Privado
SJJL,BA0115,Fazenda Campo Aberto,BARREIRAS,BA,Privado
SWMS,SP0817,Monte Sinai III,RIBEIRÃO PRETO,SP,Privado
SWOH,RS0124,Vinícola Don Guerino,ALTO FELIZ,RS,Privado
SSRN,MG0273,Serra do Curral,BELO HORIZONTE,MG,Privado
SDIA,SP0353,Cidade,SÃO PAULO,SP,Privado
SDMT,SP0386,Banco Bradesco Av. Paulista,SÃO PAULO,SP,Privado
SSOV,SP0766,Icon Alphaville,BARUERI,SP,Privado
SWGE,PR0147,Green Technology,CAMPO LARGO,PR,Privado
SDBU,MG0445,Décio Ituiutaba,ITUIUTABA,MG,Privado
SNLH,RJ0130,Ilha do Almeida,ANGRA DOS REIS,RJ,Privado
SWVQ,PE0057,Turim,BUÍQUE,PE,Privado
SJGK,RJ0104,Helicentro Guaratiba,RIO DE JANEIRO,RJ,Privado
SDAW,SP0292,Banco Industrial,SÃO PAULO,SP,Privado
SWHB,SP0806,Hyundai Piracicaba,PIRACICABA,SP,Privado
SBPW,RJ0321,Porto do Açu,SÃO JOÃO DA BARRA,RJ,Privado
SSHH,PR0134,Helisul I,FOZ DO IGUAÇU,PR,Privado
SNQA,BA0214,Lojas Guaibim,VALENÇA,BA,Privado
SJAO,SP0590,Natura,CAJAMAR,SP,Privado
SIUK,BA0195,Cruz,LAURO DE FREITAS,BA,Privado
SNSD,MG0260,Edifício Sede Direcional Engenharia,BELO HORIZONTE,MG,Privado
SDKR,SP0374,Fazenda Santo Antônio,ARARAS,SP,Privado
SDCV,SP0306,Citibank,SÃO PAULO,SP,Privado
SDXD,BA0081,Fazenda Guará,JABORANDI,BA,Privado
SJRA,AM0061,P.E. Anori,ANORI,AM,Privado
SDHV,SP0349,Hospital Albert Einstein,SÃO PAULO,SP,Privado
SDUW,MG0221,Fazenda Sertãozinho,BOTELHOS,MG,Privado
SIWT,MT0147,Fazenda Santa Terezinha I,SANTA TEREZINHA,MT,Privado
SWCD,MT0330,Colider,COLÍDER,MT,Privado
SNSN,BA0215,Henrimar Táxi Aéreo,SALVADOR,BA,Privado
SWOS,GO0141,Fazenda Santa Márcia,CAIAPÔNIA,GO,Privado
SSRY,SP0867,Ypê,AMPARO,SP,Privado
SINA,DF0004,Asas do Ar,BRASÍLIA,DF,Privado
SJWK,CE0047,FIEC,FORTALEZA,CE,Privado
SDIF,MG0216,Palácio Tiradentes,BELO HORIZONTE,MG,Privado
SSNM,PR0142,Santa Mônica,COLOMBO,PR,Privado
SJGG,MG0446,Haras MTostes,ITABIRITO,MG,Privado
SDJJ,SP0362,Rio Pardo,IARAS,SP,Privado
SDWA,RJ0060,Aerogalo,ANGRA DOS REIS,RJ,Privado
SIJX,SP0513,Internacional Plaza,SÃO PAULO,SP,Privado
SWKD,SP0814,Portal do Japy,CABREÚVA,SP,Privado
SDBM,SP0298,Beneficência Portuguesa,SÃO PAULO,SP,Privado
SINX,MG0228,Morro do Chapeú ,NOVA LIMA,MG,Privado
SDOC,SP0392,Hospital do Coração,SÃO PAULO,SP,Privado
SSLU,PR0141,Palazzo Lumini,CURITIBA,PR,Privado
SBQD,MT0694,Fazenda Vaca Branca,ALTA FLORESTA,MT,Privado
SSTH,PE0052,SESC Triunfo,TRIUNFO,PE,Privado
SDEZ,SP0324,Unibanco Eusébio Matoso,SÃO PAULO,SP,Privado
SJCI,SP0604,Capitão PM Paulo José de Menezes Filho,SÃO JOSÉ DOS CAMPOS,SP,Privado
SWPX,PA0168,Belterra,BELTERRA,PA,Privado
SWTW,CE0069,BS Tower,FORTALEZA,CE,Privado
SNCU,RN0016,Punaú Eco Brasil,RIO DO FOGO,RN,Privado
SIZW,PR0113,Portal do Porto,SÃO JOSÉ DOS PINHAIS,PR,Privado
SWUI,RJ0167,Ilha do Maia,ANGRA DOS REIS,RJ,Privado
SJCX,MG0473,Fazenda Visual,ESMERALDAS,MG,Privado
SSDE,BA0316,Cardio Pulmonar,SALVADOR,BA,Privado
SJGZ,MS0167,Fazenda Araçatuba,ANAURILÂNDIA,MS,Privado
SDYE,BA0082,Fazenda São Diego,FORMOSA DO RIO PRETO,BA,Privado
SDKL,RR0005,Caracaranã,NORMANDIA,RR,Privado
SNZV,PA0122,Fazenda Beira Rio,ULIANÓPOLIS,PA,Privado
SJPJ,SP0647,Prefeitura do Município de Jundiaí,JUNDIAÍ,SP,Privado
SJXP,SP0678,Alice Maria Sampaio Ferreira,SÃO PAULO,SP,Privado
SSAT,MG0176,Vazante,VAZANTE,MG,Privado
SIFR,SP0490,Fazenda Santa Maria,CRAVINHOS,SP,Privado
SSLH,SP0757,Helipalm,SUZANO,SP,Privado
SNPE,SP1139,Engenho D'Água,ILHABELA,SP,Privado
SSNX,SP0763,Paic Participações Ltda,ITIRAPINA,SP,Privado
SWWE,PR0099,M. Baumann,PIÊN,PR,Privado
SWZW,BA0240,Grupo Petrópolis Alagoinhas,ALAGOINHAS,BA,Privado
SDTJ,SP0424,Edifício Atrium  V,SÃO PAULO,SP,Privado
SIJT,RJ0086,Mima 3,CAMPOS DOS GOYTACAZES,RJ,Privado
SNJT,SP0709,The One Office Tower Taubaté,TAUBATÉ,SP,Privado
SWCM,MG0281,Hospital Marcio Cunha,IPATINGA,MG,Privado
SIFP,SP0489,EPCCO,REGISTRO,SP,Privado
SDBH,SP0296,Bandeirantes,SÃO PAULO,SP,Privado
SIPI,SP0538,Alphacentro,BARUERI,SP,Privado
SDZT,SP0461,Pravda,BARUERI,SP,Privado
SNXS,MT0588,Agropecuária Lazarotto,TAPURAH,MT,Privado
SDKB,PR0103,CJB Curitiba,CURITIBA,PR,Privado
SIHC,ES0016,Cel PM Cícero Dantas dos Santos,VITÓRIA,ES,Privado
SDFO,SP0328,Centro Gráfico - Folha,SANTANA DE PARNAÍBA,SP,Privado
SSTI,RJ0150,Fazenda Santa Matilde,PETRÓPOLIS,RJ,Privado
SIWW,SP0570,Fazenda Barreiros,ILHABELA,SP,Privado
SDEL,SP0319,Condomínio Edifício Spazio JK,SÃO PAULO,SP,Privado
SIBQ,RJ0067,Barroco Lopes,MACAÉ,RJ,Privado
SITN,RJ0090,Torre Oscar Niemeyer,RIO DE JANEIRO,RJ,Privado
SJQY,AM0060,Terminal do Solimões,COARI,AM,Privado
SWVP,BA0238,Ages,PARIPIRANGA,BA,Privado
SILS,MT0105,BIG MASTER,TANGARÁ DA SERRA,MT,Privado
SIGO,SP0495,Condomínio Edifício Paulista Plaza,SÃO PAULO,SP,Privado
SIKY,SC0106,Kekafly III,BRUSQUE,SC,Privado
SIXS,SP0574,EZ Towers A,SÃO PAULO,SP,Privado
SSJP,PR0081,Fazenda Junqueira,COLORADO,PR,Privado
SSZU,PB0020,Centro de Convenções de João Pessoa,JOÃO PESSOA,PB,Privado
SSPD,MT0306,Fazenda Paraguá,VILA BELA DA SANTÍSSIMA TRINDADE,MT,Privado
SDUP,RJ0058,Hotel Portobello,MANGARATIBA,RJ,Privado
SJHW,MG0123,Professor Maurício Joppert,ENGENHEIRO NAVARRO,MG,Privado
SIVM,SP0564,GOLD STAR,NIPOÃ,SP,Privado
SITW,SE0005,Reserva Mangabeiras,ESTÂNCIA,SE,Privado
SIES,SP0486,Ciclade,SÃO SEBASTIÃO,SP,Privado
SSHJ,SP0750,JC,OSASCO,SP,Privado
SJD8,MG0479,Fazenda Casa Velha,CARMO DO CAJURU,MG,Privado
SNXF,GO0167,Igarashi 2,CRISTALINA,GO,Privado
SDUX,SC0045,Havan,BRUSQUE,SC,Privado
SWST,SP1306,Bandeiras Centro Empresarial,VOTORANTIM,SP,Privado
SWDL,BA0229,Del Rey,SALVADOR,BA,Privado
SIPT,SP0539,Petrobrás Refinaria de Paulínia - Replan,PAULÍNIA,SP,Privado
SSEY,BA0217,Fazenda Umburanas,IBICUÍ,BA,Privado
SDML,PR0104,Destro Macro,CURITIBA,PR,Privado
SBOY,MS0483,Fazenda São José,CORUMBÁ,MS,Privado
SDXV,SP0447,Magazine Luiza,LOUVEIRA,SP,Privado
SIHF,GO0156,Flamboyant II,GOIÂNIA,GO,Privado
SILP,SP0522,Lojas Cem,SALTO,SP,Privado
SDFL,MA0055,Lagoa Corporate,SÃO LUÍS,MA,Privado
SBQF,RS0177,Ferigolo,NOVA PALMA,RS,Privado
SJNJ,GO0185,MC,SILVÂNIA,GO,Privado
SINW,SP0533,International Paper Luís Antônio,LUÍS ANTÔNIO,SP,Privado
SDGH,SP0336,Parque do Peão Mussa Calil Neto,BARRETOS,SP,Privado
SWCG,SC0183,T & T,BLUMENAU,SC,Privado
SIKE,CE0035,AERIS II,CAUCAIA,CE,Privado
SIPX,SP0540,Gramado,CAMPINAS,SP,Privado
SJNN,SP0635,Iporanga-Guarujá,GUARUJÁ,SP,Privado
SDWF,RR0022,SAPAN,PACARAIMA,RR,Privado
SDJK,SP0363,Centro Empresarial Araguaia,BARUERI,SP,Privado
SDBZ,TO0011,Fazenda Brauna,ARRAIAS,TO,Privado
SJOS,GO0163,Goinfra,GOIÂNIA,GO,Privado
SSOF,PR0143,Ouro Verde,CURITIBA,PR,Privado
SNOY,MG0300,Aurora,LEOPOLDINA,MG,Privado
SJSP,RJ0112,Caragoatá,PARATY,RJ,Privado
SSNW,BA0345,FBDM,BARROCAS,BA,Privado
SJAT,SP0592,Monte Moriá,CAMPINAS,SP,Privado
SJAX,PR0116,Helisul Afonso Pena,SÃO JOSÉ DOS PINHAIS,PR,Privado
SJOE,SP0638,Haras Cachoeira,ITU,SP,Privado
SIQW,RJ0174,Concrelagos,ITAPERUNA,RJ,Privado
SJXW,MG0291,Fazenda Pacu,INHAÚMA,MG,Privado
SINL,SC0057,Costão,FLORIANÓPOLIS,SC,Privado
SSQN,CE0072,BS Design,FORTALEZA,CE,Privado
SDUO,BA0190,Parque Logístico do Sudoeste,VITÓRIA DA CONQUISTA,BA,Privado
SIDE,SP0479,Polícia Federal,SÃO PAULO,SP,Privado
SICG,SP0473,Rede TV,OSASCO,SP,Privado
SIDD,AL0015,Fazenda São Braz,BARRA DE SANTO ANTÔNIO,AL,Privado
SIXA,SP0199,Fazenda União Suzanápolis,SUZANÁPOLIS,SP,Privado
SIZS,MT0159,Agropecuária Equus,GAÚCHA DO NORTE,MT,Privado
SJDQ,SP0611,Trade Tower,CAMPINAS,SP,Privado
SSOM,GO0194,Fazenda Balada II,BELA VISTA DE GOIÁS,GO,Privado
SJBG,SP0594,Birmann 31,SÃO PAULO,SP,Privado
SJEM,MA0060,Marcus Barbosa Empresarial Calhau,SÃO LUÍS,MA,Privado
SJKR,SC0069,Russi e Russi 2,ITAPEMA,SC,Privado
SIBG,SP0466,Banco Induscred,SÃO PAULO,SP,Privado
SSID,CE0059,Apodi,CAUCAIA,CE,Privado
SWHA,RJ0156,Das Américas,RIO DE JANEIRO,RJ,Privado
SJIW,SP0628,Helicenter Alphaville,SANTANA DE PARNAÍBA,SP,Privado
SJIX,RJ0107,Marina Porto Imperial,PARATY,RJ,Privado
SSSO,BA0223,Porto Seco,FEIRA DE SANTANA,BA,Privado
SWMM,GO0179,Mabra I,NAZÁRIO,GO,Privado
SJKF,SP0631,Lago Azul,ARAÇOIABA DA SERRA,SP,Privado
SIBH,SP0467,Helicidade,SÃO PAULO,SP,Privado
SSIU,SC0093,Issaig I,IÇARA,SC,Privado
SDQW,SP0412,Guararema,GUARAREMA,SP,Privado
SWKZ,CE0067,Central Park Business,FORTALEZA,CE,Privado
SIVI,SP0563,Monte Sinai,CAMPINAS,SP,Privado
SWJG,GO0177,CGO,PILAR DE GOIÁS,GO,Privado
SSUB,SP0779,HBR,OSASCO,SP,Privado
SIFK,RJ0076,Hospital Santa Teresa,PETRÓPOLIS,RJ,Privado
SWTF,SP0832,Friboi,SÃO PAULO,SP,Privado
SJUD,MT0620,Fazenda Uberaba,COMODORO,MT,Privado
SNYT,BA0014,Ituaçu,ITUAÇU,BA,Privado
SWZZ,SC0101,Graer,JOINVILLE,SC,Privado
SILK,SP0521,O Estado de São Paulo,SÃO PAULO,SP,Privado
SNGU,MG0313,Grupo Petrópolis Uberaba,UBERABA,MG,Privado
SJCO,SP0607,Castello 54,ARAÇARIGUAMA,SP,Privado
SIKT,SP0519,Joaquim Floriano,SÃO PAULO,SP,Privado
SDHN,RJ0042,Hellix Business Center,ITABORAÍ,RJ,Privado
SDFJ,SP0326,Fazenda Murungaba,TIETÊ,SP,Privado
SSJE,SC0095,Emphos,SÃO JOSÉ,SC,Privado
SJFC,SP0617,Federação do Comércio do Estado de São Paulo,SÃO PAULO,SP,Privado
SJOT,SC0070,OLIVEIRA,BRUSQUE,SC,Privado
SJEP,SP0614,Parque do Peão,BARRETOS,SP,Privado
SIXH,SC0063,Hospital Unimed Joinville,JOINVILLE,SC,Privado
SBQU,TO0085,Hungaro Helipark,ARAGUAÍNA,TO,Privado
SWZJ,RJ0172,Porto dos Sonhos,ARMAÇÃO DOS BÚZIOS,RJ,Privado
SIGM,SP0494,Gandini Terras,ITU,SP,Privado
SNLX,AL0018,Condomínio Laguna,MARECHAL DEODORO,AL,Privado
SJCK,SP0605,Colombo I,SANTA ADÉLIA,SP,Privado
SIGB,SC0050,Mormaii,GAROPABA,SC,Privado
SSUG,RS0115,Full Gauge,CANOAS,RS,Privado
SBOO,MS0434,Fazenda Ceita Corê,BONITO,MS,Privado
SDHO,SP0346,Bradesco - Santo André,SANTO ANDRÉ,SP,Privado
SIZV,MG0238,Sada,BETIM,MG,Privado
SSLY,SP0758,Norte Sul,CAMPINAS,SP,Privado
SNAZ,SP0690,Amazônia,BARUERI,SP,Privado
SDMU,RJ0048,Multiplan,RIO DE JANEIRO,RJ,Privado
SJGA,AM0059,Hospital Universitário Getúlio Vargas,MANAUS,AM,Privado
SWTH,RR0112,Fazenda Smith,BONFIM,RR,Privado
SSMA,SP0760,Spasse,RIBEIRÃO PRETO,SP,Privado
SSKR,GO0108,Fazenda Primavera,PARAÚNA,GO,Privado
SSLZ,SP0759,Golfe Lago Azul,ARAÇOIABA DA SERRA,SP,Privado
SDLJ,MG0217,Agéo Fazenda Paraopeba,PARAOPEBA,MG,Privado
SJTK,MS0185,Fazenda Itakiray,ITAQUIRAÍ,MS,Privado
SJYB,SP0680,Thabor,CAIEIRAS,SP,Privado
SWWJ,SP0839,Helvétia MF,INDAIATUBA,SP,Privado
SJBO,SP0599,EZ Towers B,SÃO PAULO,SP,Privado
SWIR,RJ0159,CCN - Torre Norte,RIO DE JANEIRO,RJ,Privado
SDJU,SP0367,Hospital São Luiz,SÃO PAULO,SP,Privado
SWVT,SC0100,Via Catarina,PALHOÇA,SC,Privado
SNEP,SC0121,Infinity,ARARANGUÁ,SC,Privado
SJGX,MG0241,Gutierrez,SETE LAGOAS,MG,Privado
SIRO,SP0545,Maksoud Plaza,SÃO PAULO,SP,Privado
SISP,SP0551,Reobot,JARINU,SP,Privado
SIVE,SC0185,Vokkan Vivapark,PORTO BELO,SC,Privado
SDFN,RJ0036,Praia da Fazenda,ANGRA DOS REIS,RJ,Privado
SSFP,BA0261,Fazenda Porto Rancho,SANTA CRUZ CABRÁLIA,BA,Privado
SJZU,SP0686,Seculum,SÃO PAULO,SP,Privado
SIAE,SP0463,BASF Guaratinguetá,GUARATINGUETÁ,SP,Privado
SJOQ,SP0642,Cristália,ITAPIRA,SP,Privado
SJPH,SP0646,Royal Palm Hall,CAMPINAS,SP,Privado
SWES,PR0095,Clube de Aviação Experimental do Paraná,IBIPORÃ,PR,Privado
SNSB,RJ0135,Betel,RIO DE JANEIRO,RJ,Privado
SDPL,SP0403,Ibirapuera Park Hotel Ltda,SÃO PAULO,SP,Privado
SNVW,RJ0139,Itanhanga Golf Club,RIO DE JANEIRO,RJ,Privado
SJIC,MS0168,Pedro da Costa Lima,SANTA RITA DO PARDO,MS,Privado
SIGP,RJ0078,Rio - Bravo,RIO DE JANEIRO,RJ,Privado
SDOM,PE0024,Catuama II,GOIANA,PE,Privado
SSFR,SP0748,18 do Forte Empresarial,BARUERI,SP,Privado
SJPG,GO0164,Polícia Militar do Estado de Goiás,GOIÂNIA,GO,Privado
SSFT,SC0090,Nanete Têxtil,JARAGUÁ DO SUL,SC,Privado
SWEY,RJ0155,Fazenda São Fernando,VASSOURAS,RJ,Privado
SDBT,SP0301,Haras São Pedro do Alto,PORTO FELIZ,SP,Privado
SSSE,PR0145,Jihad Dehaini,ARAUCÁRIA,PR,Privado
SJHR,MA0061,Flamboyant,PAÇO DO LUMIAR,MA,Privado
SDDZ,PR0101,Vila São Paulo/Mercosul,ALVORADA DO SUL,PR,Privado
SSMX,MG0185,Fazenda Planalto,NOVA RESENDE,MG,Privado
SNHN,MG0253,EFAI,CONTAGEM,MG,Privado
SWCK,SP0795,WEST CORP,BARUERI,SP,Privado
SDEK,SP0318,Barra do Una,SÃO SEBASTIÃO,SP,Privado
SWEL,SP0849,Limão,SÃO PAULO,SP,Privado
SWUS,SP0835,Cacau Show,ITAPEVI,SP,Privado
SDTN,SP0426,REC Berrini TNU,SÃO PAULO,SP,Privado
SDEY,SP0323,Imigrantes,DIADEMA,SP,Privado
SNRQ,PA0104,Porto Rico,JACAREACANGA,PA,Privado
SJJS,PR0120,BS Colway,PIRAQUARA,PR,Privado
SDTU,SP0428,Itaúsa,SÃO PAULO,SP,Privado
SDOP,SP0398,EMS Sigma Pharma 2,HORTOLÂNDIA,SP,Privado
SSDF,BA0152,Ecides Fires,SÃO SEBASTIÃO DO PASSÉ,BA,Privado
SJUV,MT0228,Fazenda Vitória,NOVA UBIRATÃ,MT,Privado
SIXJ,MG0450,Volare Helicentro,DIVINÓPOLIS,MG,Privado
SDON,SP0397,Ônix,SÃO PAULO,SP,Privado
SNHE,TO0036,Fazenda Canuanã,FORMOSO DO ARAGUAIA,TO,Privado
SIMY,MS0104,Fazenda Porto Oculto,ITAQUIRAÍ,MS,Privado
SIGD,ES0015,Guidoni,SÃO DOMINGOS DO NORTE,ES,Privado
SDVL,SP1290,Casa da Pedra,PORTO FELIZ,SP,Privado
SSPQ,SP0768,Hospital da Polícia Militar,SÃO PAULO,SP,Privado
SJWB,SP0220,Fazenda Bartira,RANCHARIA,SP,Privado
SNRC,MS0227,Fazenda Recanto,ALCINÓPOLIS,MS,Privado
SIXP,SP0572,Pretel 88,ITAÍ,SP,Privado
SSTN,MG0308,Soufer Cambui,CAMBUÍ,MG,Privado
SBQZ,SP1295,Fazenda Mariane,BROTAS,SP,Privado
SWIK,MT0352,Fazenda Vanguarda,COCALINHO,MT,Privado
SSKJ,RN0012,Pau dos Ferros,PAU DOS FERROS,RN,Privado
SDQY,SP0413,Shopping Center Iguatemi Campinas,CAMPINAS,SP,Privado
