OACI,CIAD,Nome,Municipio,UF,Tipo
SDLT,SP0383,Litucera,VINHEDO,SP,Privado
SNXU,MS0239,Fazenda Gruta Azul ,DOIS IRMÃOS DO BURITI,MS,Privado
SNJH,BA0259,JH Sementes,CORRENTINA,BA,Privado
SDSS,MS0514,Fazenda Baia das Pedras,AQUIDAUANA,MS,Privado
SSIW,BA0219,Itamar Musse ,LAURO DE FREITAS,BA,Privado
SIUD,SP0558,Monte Horebe,SÃO PAULO,SP,Privado
SDYC,RJ0063,Amarras,ARMAÇÃO DOS BÚZIOS,RJ,Privado
SIQM,SP0542,Morumbi Corporate,SÃO PAULO,SP,Privado
SJDR,SC0065,Duas Rodas,JARAGUÁ DO SUL,SC,Privado
SWJT,GO0178,Toca da Orca,SANTO ANTÔNIO DE GOIÁS,GO,Privado
SJEO,MS0406,Modelo II,RIBAS DO RIO PARDO,MS,Privado
SWIG,GO0176,Igarashi 3,PLANALTINA,GO,Privado
SITD,PA0154,Fundação Santa Casa de Misericórdia do Pará,BELÉM,PA,Privado
SIYQ,RJ0094,Centro Empresarial Senado,RIO DE JANEIRO,RJ,Privado
SJMC,SP0633,Monte Carlo Trade Center,BARUERI,SP,Privado
SNAW,DF0015,SENAI/SESI/CNI,BRASÍLIA,DF,Privado
SNUL,MG0261,Uberlândia Business Tower,UBERLÂNDIA,MG,Privado
SSVM,BA0167,Fazenda Savannah,COCOS,BA,Privado
SJNS,SP0636,Grupo Souza Lima  ,SÃO PAULO,SP,Privado
SDRG,PR0105,Graciosa,PINHAIS,PR,Privado
SWEG,SP0802,Engevix,BARUERI,SP,Privado
SDQS,SP0859,Alpendre Eventos,TAUBATÉ,SP,Privado
SDDT,RJ0033,Imbetiba,MACAÉ,RJ,Privado
SIDT,RJ0073,Edise,RIO DE JANEIRO,RJ,Privado
SNMW,PI0074,Fazenda Parceiro,CORRENTE,PI,Privado
SDGW,SP0340,JKFC,SÃO PAULO,SP,Privado
SNCH,SP0693,UTGCA,CARAGUATATUBA,SP,Privado
SNSQ,SP0730,Centro Empresarial Nações Unidas-Torre Norte,SÃO PAULO,SP,Privado
SD9J,MT0733,FRIGORÍFICO NUTRIBRAS,SORRISO,MT,Privado
SNXL,MG0266,Superluna,BETIM,MG,Privado
SJTV,SP0663,Tivoli Center,SÃO PAULO,SP,Privado
SDXC,PR0106,Condor,CURITIBA,PR,Privado
SSGR,GO0218,Regional de Santa Helena de Goiás - Paulo Lopes,SANTA HELENA DE GOIÁS,GO,Privado
SNSV,MS0228,Fazenda São Domingos,RIBAS DO RIO PARDO,MS,Privado
SIWF,MG0298,YBYTU,SAPUCAÍ-MIRIM,MG,Privado
SJMB,RJ0108,Fazenda Mombaça,ANGRA DOS REIS,RJ,Privado
SJRQ,SP0654,Hospital São Camilo Pompéia,SÃO PAULO,SP,Privado
SJCE,RJ0097,Convem,MAGÉ,RJ,Privado
SNZH,MG0173,Fazenda Novo Horizonte,JAÍBA,MG,Privado
SDDL,GO0186,Fazenda Limeira,SÃO JOÃO DA PARAÚNA,GO,Privado
SJJH,MT0184,Fazenda Juína,CAMPOS DE JÚLIO,MT,Privado
SJDD,SP0608,Jardim das Perdizes,SÃO PAULO,SP,Privado
SSCC,SC0087,SC401 Square Corporate,FLORIANÓPOLIS,SC,Privado
SDAL,SP0289,Condomínio Guaporé II,RIBEIRÃO PRETO,SP,Privado
SNWP,MT0276,Fazenda Parecis,DIAMANTINO,MT,Privado
SDRJ,RJ0056,Prefeitura do Rio de Janeiro,RIO DE JANEIRO,RJ,Privado
SJAB,PR0114,Helisul - Cataratas,FOZ DO IGUAÇU,PR,Privado
SNZJ,SP0742,Edifício América,ARARAQUARA,SP,Privado
SJGP,SP0620,Guarapá,SANTOS,SP,Privado
SWGR,SP0805,Urbanova,SÃO JOSÉ DOS CAMPOS,SP,Privado
SDPU,RJ0053,Paquetá,RIO DE JANEIRO,RJ,Privado
SNAN,RS0081,Empresa Agrícola Chiapeta,CHIAPETTA,RS,Privado
SIHL,RJ0081,Rio Centro,RIO DE JANEIRO,RJ,Privado
SJUK,RJ0176,JEQUITIBÁ,RIO DE JANEIRO,RJ,Privado
SDMZ,SP0387,Mercedes-Benz do Brasil ,SÃO BERNARDO DO CAMPO,SP,Privado
SJST,PR0125,Umbará Energy,CURITIBA,PR,Privado
SDOJ,RJ0338,Ecobalsa / Flyone,RIO DE JANEIRO,RJ,Privado
SSCZ,SC0088,Hospital Santa Isabel,BLUMENAU,SC,Privado
SIVT,RJ0093,Chaperó,ITAGUAÍ,RJ,Privado
SJKG,PI0026,Fazenda Chapada Grande,REGENERAÇÃO,PI,Privado
SSDV,MS0260,Fazenda Santa Maria,CORUMBÁ,MS,Privado
SDKM,SP0373,Hotel Emiliano,SÃO PAULO,SP,Privado
SSEO,AL0020,MS Maragogi,MARAGOGI,AL,Privado
SWVH,SP0869,Kinbor,PRAIA GRANDE,SP,Privado
SWYZ,BA0239,Bahiamido,LAJE,BA,Privado
SIWG,SP0567,Ycatu,AMPARO,SP,Privado
SIOF,SP0535,Praiamar,SANTOS,SP,Privado
SIRB,SP0544,Mendes,SANTOS,SP,Privado
SNLP,SP0712,Acapulco Guarujá,GUARUJÁ,SP,Privado
SNRT,RJ0134,Rio Negro,CANTAGALO,RJ,Privado
SNTJ,SC0081,Baltt,BALNEÁRIO CAMBORIÚ,SC,Privado
SDXP,SP0444,Guararema Parque Hotel,GUARAREMA,SP,Privado
SNBB,PR0128,BMR Medical,CAMPINA GRANDE DO SUL,PR,Privado
SWSS,RJ0166,Sapucaí,RIO DE JANEIRO,RJ,Privado
SWGK,BA0230,André Guimarães,LAURO DE FREITAS,BA,Privado
SDVC,AL0014,Valda Costa,MARAGOGI,AL,Privado
SNKG,MG0257,Green Metals,BRUMADINHO,MG,Privado
SSNY,MT0302,Fazenda Florida,CÁCERES,MT,Privado
SNVG,SP0858,GL Freire,CAMPINAS,SP,Privado
SJFD,RJ0102,Méier Medical Center,RIO DE JANEIRO,RJ,Privado
SWKX,PB0021,Clip-Pb,CONDE,PB,Privado
SDMN,SP0385,Continental Tower,SÃO PAULO,SP,Privado
SDHZ,SP0352,Hospital Vera Cruz.,CAMPINAS,SP,Privado
SDHJ,RO0039,Ji Paraná Tradição,JI-PARANÁ,RO,Privado
SDHF,SP0343,Ambroso,SÃO JOÃO DA BOA VISTA,SP,Privado
SDIZ,PI0014,Fazenda Diamante,BAIXA GRANDE DO RIBEIRO,PI,Privado
SIVC,SP0561,Vicente Spisso,VARGEM GRANDE PAULISTA,SP,Privado
SWKM,SP0815,Castelo Branco Office Park - Torre II,BARUERI,SP,Privado
SNOD,BA0262,Mucugê Village Resort Hotel,PORTO SEGURO,BA,Privado
SSYG,MA0072,Veja,PAÇO DO LUMIAR,MA,Privado
SWWS,SP0840,Sorocaba Business Park,SOROCABA,SP,Privado
SNZT,PA0120,Fazenda Recreio,PARAGOMINAS,PA,Privado
SDTG,SP0423,Edifício Atrium IV,SÃO PAULO,SP,Privado
SDUJ,SP0431,Millennium,SÃO PAULO,SP,Privado
SWHX,SP0812,Conjunto Hospitalar do Mandaqui,SÃO PAULO,SP,Privado
SIDX,SP0482,Vila Adail 2,ELIAS FAUSTO,SP,Privado
SDWH,SP0157,Fazenda Avanhandava,JOSÉ BONIFÁCIO,SP,Privado
SWWN,RJ0169,Pingo D'Água,ANGRA DOS REIS,RJ,Privado
SIIB,RJ0083,Da Praia,ARMAÇÃO DOS BÚZIOS,RJ,Privado
SSUE,SP0780,Helicentro Ribeirão Preto,RIBEIRÃO PRETO,SP,Privado
SSCY,PR0132,Sikorski,CAMPO LARGO,PR,Privado
SNJF,BA0138,Rural Verde,SÍTIO DO MATO,BA,Privado
SSWD,SP0788,Plaza II,SÃO PAULO,SP,Privado
SNVF,RJ0138,Banco Itaú-RJ,RIO DE JANEIRO,RJ,Privado
SWAH,MG0277,Eco Aviação,BELO HORIZONTE,MG,Privado
SDIU,MS0405,Unimed,CAMPO GRANDE,MS,Privado
SWQB,SP0825,Hahn,PIRACAIA,SP,Privado
SJBS,SP0601,São José dos Campos,SÃO JOSÉ DOS CAMPOS,SP,Privado
SIRL,MG0234,Virginia Lyra,CONCEIÇÃO DAS ALAGOAS,MG,Privado
SDBO,MG0212,Morada Nova,INHAÚMA,MG,Privado
SDHT,SP0348,Cetenco Plaza - Torre Norte,SÃO PAULO,SP,Privado
SSDR,RJ0144,Hospital Copa D'OR,RIO DE JANEIRO,RJ,Privado
SDGO,SP0338,Braspress,GUARULHOS,SP,Privado
SIRY,SP0547,Hiper-Bergamini,SÃO PAULO,SP,Privado
SWWB,SC0105,HELIBRUSQUE,BRUSQUE,SC,Privado
SDIK,SP0355,Alpha Business Empresarial,CAMPINAS,SP,Privado
SIYV,RJ0095,Mário Henrique Simonsen,RIO DE JANEIRO,RJ,Privado
SJQH,SP0650,Hospital de Clínicas Municipal,SÃO BERNARDO DO CAMPO,SP,Privado
SIWI,PA0155,Miriti Internacional Golfe Marina,MARITUBA,PA,Privado
SINE,SP0532,Ibar,POÁ,SP,Privado
SJAN,SP0589,Panamérica Park,SÃO PAULO,SP,Privado
SDNR,SP0391,Banco Santander,SÃO PAULO,SP,Privado
SDWC,MT0070,Agropastoril Bom Pastor,RONDONÓPOLIS,MT,Privado
SIMC,PR0109,Punta Del Este,SERTANEJA,PR,Privado
SJUG,SP0666,SPEL Embalagens,ATIBAIA,SP,Privado
SICD,RJ0068,Mima 2,CARDOSO MOREIRA,RJ,Privado
SIUN,RJ0091,Helicentro Porto Itaguaí,ITAGUAÍ,RJ,Privado
SIHO,SP0501,Kia,ITU,SP,Privado
SNWV,MG0263,Viganó 3,ESMERALDAS,MG,Privado
SSMU,RS0113,Magnum,CACHOEIRINHA,RS,Privado
SNKM,PR0129,MJ,CAMPO LARGO,PR,Privado
SDXX,SP0448,Fazenda Santa Vitória,QUELUZ,SP,Privado
SWQN,MT0382,Fazenda Nego Velho  ,CASTANHEIRA,MT,Privado
SJYF,RR0090,Ajarani,CARACARAÍ,RR,Privado
SIOH,MG0229,Cauê-Ijaci,IJACI,MG,Privado
SDXG,RO0040,Seringueiras Tradição,SERINGUEIRAS,RO,Privado
SNHY,PE0045,Hospital Esperança,RECIFE,PE,Privado
SJHA,PR0119,Hospital do Coração - Unidade Santa Alice,LONDRINA,PR,Privado
SWHI,SP0809,Gold Meat,CAJURU,SP,Privado
SITG,RJ0089,INTO,RIO DE JANEIRO,RJ,Privado
SDTL,MG0220,Hotel Golden Tulip BH,BELO HORIZONTE,MG,Privado
SIKL,GO0158,Flamboyant,GOIÂNIA,GO,Privado
SDAH,SP0287,Signo Resgate Alphaville,BARUERI,SP,Privado
SSUX,PA0159,Usina Biopalma Moju,MOJU,PA,Privado
SNWN,PE0050,Alexandre Castro e Silva,RECIFE,PE,Privado
SNEX,SP0697,Edifício Luxor,SOROCABA,SP,Privado
SIZE,SP0581,Coppersteel Bimetálicos,CAMPINAS,SP,Privado
SSRH,MG0272,Haras Sahara,MATOZINHOS,MG,Privado
SJMS,GO0162,Mineração Serra Grande ,CRIXÁS,GO,Privado
SIYY,BA0200,SLDM,SANTALUZ,BA,Privado
SJCG,RJ0098,Iate Clube de Santos,ANGRA DOS REIS,RJ,Privado
SILM,SC0056,Recanto das Marés,GOVERNADOR CELSO RAMOS,SC,Privado
SWDC,BA0174,Fazenda do Coronel,CORAÇÃO DE MARIA,BA,Privado
SIBS,SP0470,E-Business Bosque,SÃO PAULO,SP,Privado
SIQL,RO0042,Cacoal Tradição,CACOAL,RO,Privado
SWOP,SP0821,APTA,SÃO BERNARDO DO CAMPO,SP,Privado
SSQB,SP0769,Fazenda Barrinha,ESPÍRITO SANTO DO PINHAL,SP,Privado
SNNF,MS0220,Fazenda Nossa Senhora de Fátima,JARAGUARI,MS,Privado
SNEV,SC0076,Vargas,BRUSQUE,SC,Privado
SWYF,SP0842,Ambipar,NOVA ODESSA,SP,Privado
SJDP,RJ0101,My Way,ANGRA DOS REIS,RJ,Privado
SIRU,SP0546,Condomínio Trio Ribeirão,RIBEIRÃO PRETO,SP,Privado
SDSP,RR0017,Santa Inês,AMAJARI,RR,Privado
SDYH,SP0450,José Roberto Magalhães Teixeira,CAMPINAS,SP,Privado
SJZX,SP0848,Abreu Rocha,PRAIA GRANDE,SP,Privado
SDGG,SP0335,Aché Faria Lima,SÃO PAULO,SP,Privado
SSFF,SC0089,Pitangueira,AGROLÂNDIA,SC,Privado
SWNI,SP0819,Hospital e Maternidade Santa Marina,SÃO PAULO,SP,Privado
SJMG,SP0634,Mega Mix,SÃO PAULO,SP,Privado
SNAT,RJ0186,Nuclep,ITAGUAÍ,RJ,Privado
SIZB,RJ0096,Hospital São José,TERESÓPOLIS,RJ,Privado
SDZY,PE0061,Costa de Guadalupe,SIRINHAÉM,PE,Privado
SJJP,SP0629,Posto O Fazendeiro,MIRACATU,SP,Privado
SITL,MS0130,Fazenda Figueira II,ÁGUA CLARA,MS,Privado
SIIR,SP0506,Brascan Century Plaza,SÃO PAULO,SP,Privado
SJXR,SP0679,B. Cao Viño,PRAIA GRANDE,SP,Privado
SJPF,PR0122,Polícia Federal-Foz do Iguaçu,FOZ DO IGUAÇU,PR,Privado
SNRE,SP0725,Ellece,GUARULHOS,SP,Privado
SDRO,CE0030,Darinha,CASCAVEL,CE,Privado
SDP2,MA0133,Fazenda Piracicaba,TASSO FRAGOSO,MA,Privado
SDBQ,CE0026,Hospital São Mateus,FORTALEZA,CE,Privado
SJLY,MG0243,Helicentro BH,NOVA LIMA,MG,Privado
SSVQ,MG0274,Vila do Carvalho,OURO PRETO,MG,Privado
SWNX,SP0871,Tek Nações Unidas,SÃO PAULO,SP,Privado
SDII,SP0354,iTower,BARUERI,SP,Privado
SSWF,MS0479,Fazenda Cachoeirinha,RIBAS DO RIO PARDO,MS,Privado
SSQY,SP0774,Centro Empresarial de São Paulo,SÃO PAULO,SP,Privado
SJPN,RJ0110,Jundiá,MACAÉ,RJ,Privado
SDWB,SP0440,CYK,SÃO PAULO,SP,Privado
SDTH,MT0062,Fazenda Tamanduá,BRASNORTE,MT,Privado
SJEZ,AL0016,República dos Palmares,MACEIÓ,AL,Privado
SIGU,SP0496,Iguatemi Ribeirão Preto,RIBEIRÃO PRETO,SP,Privado
SJES,SP0615,Main Estate,GUARULHOS,SP,Privado
SJHL,PA0156,Helinorte,MARABÁ,PA,Privado
SDTC,SP0422,Edifício Edel Trade Center,SÃO PAULO,SP,Privado
SIPZ,SP0541,Papaiz,DIADEMA,SP,Privado
SDGE,SP0334,Casas Bahia,SÃO CAETANO DO SUL,SP,Privado
SDZR,SP0460,SESI-FIESP,SÃO PAULO,SP,Privado
SNYI,GO0168,Josidith II,LEOPOLDO DE BULHÕES,GO,Privado
SIIY,DF0013,Condomínio Brasil 21,BRASÍLIA,DF,Privado
SSIP,SC0092,Interpolos,TIMBÓ,SC,Privado
SWVL,SP0837,Volkswagen São Carlos,SÃO CARLOS,SP,Privado
SDAQ,BA0355,Fazenda da Vida,CABACEIRAS DO PARAGUAÇU,BA,Privado
SDYP,SP0452,Piracaia,PIRACAIA,SP,Privado
SJOZ,SP0644,Faria Lima Square,SÃO PAULO,SP,Privado
SIHE,PR0108,Fortesolo,PARANAGUÁ,PR,Privado
SIUE,PE0034,Suape,IPOJUCA,PE,Privado
SIJC,SP0509,Fazenda Jatobá,SANTO ANTÔNIO DE POSSE,SP,Privado
SWTE,SP0831,WEST SIDE,BARUERI,SP,Privado
SSBP,PR0131,Parque Barigui,CURITIBA,PR,Privado
SWBM,MG0280,Bauminas,CATAGUASES,MG,Privado
SJZJ,SP0685,Villa Dória,CAMPOS DO JORDÃO,SP,Privado
SDWW,SC0117,Milano,FLORIANÓPOLIS,SC,Privado
SJBL,SP0597,Fazenda São José,RIO CLARO,SP,Privado
SJCA,SP0205,Comandante Vittório Bonomi,MOCOCA,SP,Privado
SIHM,CE0033,Dragão do Ar,FORTALEZA,CE,Privado
SDHD,RJ0040,Complexo Hospitalar de Niterói,NITERÓI,RJ,Privado
SJBW,RS0073,Berger Vile,SÃO LEOPOLDO,RS,Privado
SNCN,DF0016,Parque Cidade ,BRASÍLIA,DF,Privado
SSHI,PR0135,IURD,CURITIBA,PR,Privado
SNOM,MT0261,Fazenda Guaporeí,VILA BELA DA SANTÍSSIMA TRINDADE,MT,Privado
SSKD,GO0106,Fazenda Cristal 2,NOVA CRIXÁS,GO,Privado
SSNL,GO0171,Louzandes,SILVÂNIA,GO,Privado
SWDI,SP0274,Aeroagrícola Solo,PARANAPANEMA,SP,Privado
SSPK,SP0767,Panco 8,SÃO PAULO,SP,Privado
SDZP,SC0112,Ninho do Pássaro III,INDAIAL,SC,Privado
SWQD,SP1291,WYDA,SOROCABA,SP,Privado
SDJW,SP0368,Rede D'Or São Luiz Morumbi,SÃO PAULO,SP,Privado
SWOD,BA0234,Ondina,SALVADOR,BA,Privado
SDVW,SP0439,Volkswagen do Brasil - Fábrica III,TAUBATÉ,SP,Privado
SWFB,SP1282,Fazendas Bergamini,RIVERSUL,SP,Privado
SILV,SP0524,VOCP,SÃO PAULO,SP,Privado
SSEL,PR0152,ANAMI,SÃO JOSÉ DOS PINHAIS,PR,Privado
SDOG,SP0394,Península,GUARUJÁ,SP,Privado
SDMB,SP0384,Benteler,CAMPINAS,SP,Privado
SWSK,SP0829,Akron,SÃO PAULO,SP,Privado
SNTE,SP0731,Terras II,ITU,SP,Privado
SIUJ,SP0559,The One Office Tower,SÃO JOSÉ DOS CAMPOS,SP,Privado
SIVL,CE0040,Del Rio,MARACANAÚ,CE,Privado
SICX,BA0192,Edifício Salvador Trade Center,SALVADOR,BA,Privado
SJXQ,RJ0120,Cargo Park,RIO DE JANEIRO,RJ,Privado
SIDU,RJ0074,Cidade da Polícia ,RIO DE JANEIRO,RJ,Privado
SDGS,SP0339,Bertolucci,SÃO PAULO,SP,Privado
SNWA,SC0084,Albor,ARAQUARI,SC,Privado
SNWM,MG0262,Marcelo Machado,JUIZ DE FORA,MG,Privado
SWAT,BA0227,Tauana,PRADO,BA,Privado
SIBT,SP0471,Transportadora Americana II,AMERICANA,SP,Privado
SSAR,RJ0141,SC Araras,PETRÓPOLIS,RJ,Privado
SSHM,RS0112,Hospital Moinhos de Vento,PORTO ALEGRE,RS,Privado
SIBB,SP0465,Edifício Comendador Alberto Bonfiglioli,SÃO PAULO,SP,Privado
SJHT,SP0623,JT Fazenda Santana,VALINHOS,SP,Privado
SWZU,PE0059,Cepasa,JABOATÃO DOS GUARARAPES,PE,Privado
SDOK,SP0396,Casas Bahia,JUNDIAÍ,SP,Privado
SWCU,PA0138,Fazenda Curuá,ALTAMIRA,PA,Privado
SJCL,SP0606,Comando Piloto,SÃO JOSÉ DO RIO PARDO,SP,Privado
SDVR,SP0436,Pátio Victor Malzoni,SÃO PAULO,SP,Privado
SNFD,RJ0128,Porto Frade,ANGRA DOS REIS,RJ,Privado
SDRV,MS0049,Tenoar,CHAPADÃO DO SUL,MS,Privado
SNEH,RJ0126,Hospital Samaritano,RIO DE JANEIRO,RJ,Privado
SJAJ,PR0115,Estação Convention Center,CAMPO LARGO,PR,Privado
SDXM,MG0474,Monte Cristo,MONTE BELO,MG,Privado
SIRZ,SP0548,Condomínio Faria Lima - Pinheiros,SÃO PAULO,SP,Privado
SNYQ,SP0740,Parque Empresarial Campinas ,CAMPINAS,SP,Privado
SDEA,SP0313,Edifício HSBC Tower,SÃO PAULO,SP,Privado
SJQR,PE0038,Rincão do Céu,IGARASSU,PE,Privado
SBOF,MS0478,FAZENDA BANDEIRANTES,CHAPADÃO DO SUL,MS,Privado
SSOR,BA0246,Ages Jacobina,JACOBINA,BA,Privado
SNDF,PR0065,Fecularia Lopes,ITAÚNA DO SUL,PR,Privado
SWQT,MT0383,Fazenda São Nicolau,COTRIGUAÇU,MT,Privado
SDHL,RJ0041,Lagoa,RIO DE JANEIRO,RJ,Privado
SWQZ,SP0827,Portofino,CAMPOS DO JORDÃO,SP,Privado
SNIJ,SP0229,Joca Viol,BIRIGUI,SP,Privado
SJDO,SP0610,Maroum,ILHABELA,SP,Privado
SJFZ,RR0114,Miraflores,BOA VISTA,RR,Privado
SDGU,ES0046,GROTTA DEL CARAVAGGIO,SANTA TERESA,ES,Privado
SJHC,RJ0106,Canal,CABO FRIO,RJ,Privado
SIYZ,SP0580,Condomínio Edifício Berrini 1681,SÃO PAULO,SP,Privado
SIGH,SC0051,Igarashi,PAPANDUVA,SC,Privado
SSGI,CE0058,LC CORPORATE GREEN TOWER,FORTALEZA,CE,Privado
SWLO,SC0098,Hospital São José,JARAGUÁ DO SUL,SC,Privado
SWKA,MG0199,Fazenda Cachoeira 2,BURITIZEIRO,MG,Privado
SNLU,RO0044,Santa Luzia D'Oeste Tradição,SANTA LUZIA D'OESTE,RO,Privado
SJTI,CE0045,Josidith,PACAJUS,CE,Privado
SJWC,SP0672,Cometa Vila Maria,SÃO PAULO,SP,Privado
SDDW,RJ0034,Marina Verolme,ANGRA DOS REIS,RJ,Privado
SNDE,RJ0124,BNDES,RIO DE JANEIRO,RJ,Privado
SBOG,BA0339,Fazenda Vereda Grande,VITÓRIA DA CONQUISTA,BA,Privado
SSRD,SP0775,Restaurante Dalmo,GUARUJÁ,SP,Privado
SDKN,CE0029,Chopper Solution,EUSÉBIO,CE,Privado
SIDV,MG0095,Doutor Saulo Villela,JUIZ DE FORA,MG,Privado
SIJB,TO0052,JK Business Center,PALMAS,TO,Privado
SNKA,SP0710,Fazenda Perto D´água,AVARÉ,SP,Privado
SNYN,SP0739,New York Tower,ARAÇATUBA,SP,Privado
SIIO,RJ0084,Itaorna,ANGRA DOS REIS,RJ,Privado
SNDO,CE0049,Lagoa Redonda,FORTALEZA,CE,Privado
SWZG,MT0446,Fazenda Lagoa Encantada,PORTO ESPERIDIÃO,MT,Privado
SNER,PE0042,Instituto RB,RECIFE,PE,Privado
SIJH,PE0029,Jeep Helipad,GOIANA,PE,Privado
SWOI,MT0647,Fazenda Nova Esperança,CÁCERES,MT,Privado
SSES,SC0188,Hemmer,BLUMENAU,SC,Privado
SWUG,MG0295,Hospital MATER DEI Betim/Contagem,BETIM,MG,Privado
SNKL,SP0711,Leonardo da Vincí,SOROCABA,SP,Privado
SJMN,RR0074,Raposa,NORMANDIA,RR,Privado
SNRY,MG0259,Bissoli,BELO HORIZONTE,MG,Privado
SSCS,SP0745,Continental Square,SÃO PAULO,SP,Privado
SNHT,MG0254,Togni,POÇOS DE CALDAS,MG,Privado
SNXW,SC0147,Yachthouse 01,BALNEÁRIO CAMBORIÚ,SC,Privado
SNXO,SP0738,Velo Città,MOGI GUAÇU,SP,Privado
SWZT,MG0210,Fazenda do Brejo,PARAOPEBA,MG,Privado
SD8I,PI0066,Carnaubinha Praia Resort,LUÍS CORREIA,PI,Privado
SNYC,RJ0140,CICC,RIO DE JANEIRO,RJ,Privado
SIHN,SC0052,Marina Beach Tower,BALNEÁRIO CAMBORIÚ,SC,Privado
SISI,SP0550,Monte Sinai IV,BAURU,SP,Privado
SWIF,RJ0157,Rio Santos,ITAGUAÍ,RJ,Privado
SWAB,SP0794,Bradesco Previdência,BARUERI,SP,Privado
SBQQ,RJ0349,Comandante Gravatá,ANGRA DOS REIS,RJ,Privado
SIIW,SP0507,TECNET 2,SANTANA DE PARNAÍBA,SP,Privado
SWDP,SP0800,Haras da Mata,CESÁRIO LANGE,SP,Privado
SIAS,MT0574,Fazenda Cachoeira Alta,PARANATINGA,MT,Privado
SNDB,MG0321,Palácio dos Leilões,JUATUBA,MG,Privado
SDDY,SP0312,Cesari,CUBATÃO,SP,Privado
SSOH,DF0018,Home,BRASÍLIA,DF,Privado
SSJH,RJ0146,Ninho do Condor,NOVA IGUAÇU,RJ,Privado
SNFQ,MT0251,Fazenda Bandeirantes,NOVA MARILÂNDIA,MT,Privado
SJNA,SP0210,Fazenda Nova Aliança,GLICÉRIO,SP,Privado
SBQY,SP1278,LDB - Itapevi,ITAPEVI,SP,Privado
SIJD,SP0510,João Dias,SÃO PAULO,SP,Privado
SDZA,DF0011,Península,BRASÍLIA,DF,Privado
SJDA,RJ0099,Helicentro do Pontal ,RIO DE JANEIRO,RJ,Privado
SNSZ,SP1222,Miss Silvia Morizono,SÃO PAULO,SP,Privado
SIBL,PA0153,Clínica Porto Dias,BELÉM,PA,Privado
SWRK,RJ0165,Pedreira Pombal Fazenda Recanto,BARRA MANSA,RJ,Privado
SWVG,CE0070,Riacho Verde,TAUÁ,CE,Privado
SJNY,BA0208,Iberostar Praia do Forte,MATA DE SÃO JOÃO,BA,Privado
SSIZ,SP0753,Condomínio Fazenda da Grama,ITUPEVA,SP,Privado
SSDQ,MS0259,Fazenda Marema,MIRANDA,MS,Privado
SIFB,RJ0075,Sítio Canhanheiro,PARATY,RJ,Privado
SJZP,MT0239,Mathovi,NOVO MUNDO,MT,Privado
SJED,CE0042,Durametal,MARACANAÚ,CE,Privado
SSYM,SC0149,Yachthouse 02,BALNEÁRIO CAMBORIÚ,SC,Privado
SWJJ,RJ0352,Ilha dos Coqueiros,ANGRA DOS REIS,RJ,Privado
SIIF,CE0076,Carmel Hoteis,SÃO GONÇALO DO AMARANTE,CE,Privado
SSZE,SP0792,Banco Sofisa,SÃO PAULO,SP,Privado
SIJP,RJ0085,Bolsa-RJ,RIO DE JANEIRO,RJ,Privado
SWWD,SP0838,Dom Pedro Business Park,ATIBAIA,SP,Privado
SDTT,RS0103,Região das Hortênsias,GRAMADO,RS,Privado
SDLN,MT0040,Primavera,QUERÊNCIA,MT,Privado
SJHB,PE0036,Real Hospital Português,RECIFE,PE,Privado
SDNP,SP0390,Condomínio Conde Matarazzo,SÃO PAULO,SP,Privado
SJMY,RS0107,Monte Rey,CAXIAS DO SUL,RS,Privado
SWWK,MG0458,Bruno Forcela,ITAPECERICA,MG,Privado
SD6O,PR0160,Pontal das Graças,RIBEIRÃO CLARO,PR,Privado
SJWH,CE0099,Hospital Regional Norte,SOBRAL,CE,Privado
SITK,SP0553,Jomarca,GUARULHOS,SP,Privado
SWZF,SP0845,Haras Recanto dos Gypsies,PORTO FELIZ,SP,Privado
SSUZ,RJ0344,Disco,RIO DE JANEIRO,RJ,Privado
SDRB,SP0414,Renaissance Hotel,SÃO PAULO,SP,Privado
SD4W,MS0545,Fazenda Realeza,CAMPO GRANDE,MS,Privado
SINO,SC0058,Innovare Hotel,BRUSQUE,SC,Privado
SWRJ,RJ0164,Kamar,MANGARATIBA,RJ,Privado
SNHI,RN0013,Pólo Industrial,GUAMARÉ,RN,Privado
SDEE,SP0314,Iguatemi Esplanada,VOTORANTIM,SP,Privado
SSQH,MG0271,Hospital Mater Dei,BELO HORIZONTE,MG,Privado
SWMK,AM0049,Maturacá,SANTA ISABEL DO RIO NEGRO,AM,Privado
SDEU,SP0320,Empresarial Anhanguera,CAJAMAR,SP,Privado
SIDH,SP0480,Brascan Century Plaza Green Valley Commercial,BARUERI,SP,Privado
SITO,SP0554,Berrini One,SÃO PAULO,SP,Privado
SNFS,BA0136,Fazenda Barcelona V,RIACHÃO DAS NEVES,BA,Privado
SIHK,SP0500,Hospital Santa Catarina,SÃO PAULO,SP,Privado
SNCR,MG0251,Viganó I,BELO HORIZONTE,MG,Privado
SIMI,SP0528,Marina Igararecê,SÃO SEBASTIÃO,SP,Privado
SNQH,SP0723,Wheaton,SÃO BERNARDO DO CAMPO,SP,Privado
SWWG,RJ0168,Vera Gol,ITABORAÍ,RJ,Privado
SJTA,SC0071,Academia Nacional da Polícia Rodoviária Federal,FLORIANÓPOLIS,SC,Privado
SJHM,MG0441,Marques Plaza Hotel,POUSO ALEGRE,MG,Privado
SSRV,SC0096,Riviera,ITAJAÍ,SC,Privado
