"Código OACI","CIAD","Id to Tipo de Uso","Nome","Município","UF","Longitude","Latitude","Altitude","Operação Diurna","Operação Noturna","Designação 1","Comprimento 1","Largura 1","Resistência 1","Superfície 1","Designação 2","Comprimento 2","Largura 2","Resistência 2","Superfície 2","Portaria de Registro","Link Portaria"
"SIRY","SP0547",1,"Hiper-Bergamini","SÃO PAULO","SP","046°34'55,1""W","23°27'56,8""S","756 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2024-13.804.pdf","PA2024-13.804"
"","GO0322",1,"Escarpas","ABADIÂNIA","GO","048°30'33""W","16°12'46""S","856 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-13.073.pdf","PA2023-13.073"
"SWWB","SC0105",1,"HELIBRUSQUE","BRUSQUE","SC","048°54'46,1""W","27°04'48,4""S","20 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-0152.pdf","PA2019-0152"
"SDIK","SP0355",1,"Alpha Business Empresarial","CAMPINAS","SP","047°02'07""W","22°49'10""S","623 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5486.pdf","PA2021-5486"
"SIYV","RJ0095",1,"Mário Henrique Simonsen","RIO DE JANEIRO","RJ","043°20'47""W","22°59'48""S","6 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-0333.pdf","PA2015-0333"
"SJQH","SP0650",1,"Hospital de Clínicas Municipal","SÃO BERNARDO DO CAMPO","SP","046°34'40""W","23°43'59""S","832 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-0912.pdf","PA2017-0912"
"SIWI","PA0155",1,"Miriti Internacional Golfe Marina","MARITUBA","PA","048°19'07""W","01°20'19""S","14 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9364.pdf","PA2022-9364"
"","AB0017",1,"SAPURA DIAMANTE","","","","","27 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.683.pdf","PA2023-12.683"
"SINE","SP0532",1,"Ibar","POÁ","SP","046°19'47""W","23°31'27""S","735 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-2475.pdf","PA2014-2475"
"SJAN","SP0589",1,"Panamérica Park","SÃO PAULO","SP","046°43'31""W","23°39'13""S","741 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4592.pdf","PA2021-4592"
"SDNR","SP0391",1,"Banco Santander","SÃO PAULO","SP","046°42'50""W","23°39'08""S","767 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.492.pdf","PA2023-11.492"
"SDWC","MT0070",1,"Agropastoril Bom Pastor","RONDONÓPOLIS","MT","054°42'50""W","16°28'01""S","344 m","VFR","Sem Operação","","1000 m","18 m","12/F/B/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10.564.pdf","PA2023-10.564"
"","AB0036",1,"MANATI-1","","","","","27,9 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-13.236.pdf","PA2023-13.236"
"","SP1257",1,"Le Monde","RIBEIRÃO PRETO","SP","047°47'54""W","21°12'34""S","690 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6912.pdf","PA2021-6912"
"SIMC","PR0109",1,"Punta Del Este","SERTANEJA","PR","050°59'40""W","22°48'29""S","936 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-2675.pdf","PA2015-2675"
"SJUG","SP0666",1,"SPEL Embalagens","ATIBAIA","SP","046°39'10,6""W","23°03'35""S","800 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9470.pdf","PA2022-9470"
"SICD","RJ0068",1,"Mima 2","CARDOSO MOREIRA","RJ","041°26'47""W","21°34'43""S","40 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5953.pdf","PA2021-5953"
"SIUN","RJ0091",1,"Helicentro Porto Itaguaí","ITAGUAÍ","RJ","043°50'37""W","22°53'30""S","10 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1115.pdf","PA2015-1115"
"","AB0090",1,"PETROBRAS 69","","","","","44,5 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5328.pdf","PA2021-5328"
"SIHO","SP0501",1,"Kia","ITU","SP","047°17'27""W","23°17'03""S","634 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.334.pdf","PA2023-11.334"
"SNWV","MG0263",1,"Viganó 3","ESMERALDAS","MG","044°23'43""W","19°43'32""S","718 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3190.pdf","PA2020-3190"
"SSMU","RS0113",1,"Magnum","CACHOEIRINHA","RS","051°06'19""W","29°56'53""S","20 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3521.pdf","PA2020-3521"
"SNKM","PR0129",1,"MJ","CAMPO LARGO","PR","049°23'31""W","25°26'25""S","926 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-3730.pdf","PA2016-3730"
"SDXX","SP0448",1,"Fazenda Santa Vitória","QUELUZ","SP","044°44'54""W","22°30'37""S","531 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8574.pdf","PA2022-8574"
"","AB0127",1,"PETROBRAS 52","","","","","32 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7422.pdf","PA2022-7422"
"SWQN","MT0382",1,"Fazenda Nego Velho  ","CASTANHEIRA","MT","058°26'42""W","10°58'37""S","267 m","VFR","Sem Operação","","1350 m","23 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-0574.pdf","PA2017-0574"
"SJYF","RR0090",1,"Ajarani","CARACARAÍ","RR","061°28'33""W","02°00'28""N","181 m","VFR","Sem Operação","","1000 m","25 m","5600 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2012-2887.pdf","PA2012-2887"
"","SP1254",1,"Trimais Center","SÃO PAULO","SP","046°36'37""W","23°28'43""S","849 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3327.pdf","PA2020-3327"
"SIOH","MG0229",1,"Cauê-Ijaci","IJACI","MG","044°56'29""W","21°11'41""S","920 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-1953.pdf","PA2016-1953"
"","AB0087",1,"PLATAFORMA DE MERLUZA 1","","","","","32,6 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4672.pdf","PA2021-4672"
"SDXG","RO0040",1,"Seringueiras Tradição","SERINGUEIRAS","RO","063°01'18,3""W","11°45'49,8""S","179 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1175.pdf","PA2015-1175"
"SNHY","PE0045",1,"Hospital Esperança","RECIFE","PE","034°53'42""W","08°04'01""S","48 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5155.pdf","PA2021-5155"
"SJHA","PR0119",1,"Hospital do Coração - Unidade Santa Alice","LONDRINA","PR","051°09'48""W","23°20'28""S","551 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-0125.pdf","PA2017-0125"
"SWHI","SP0809",1,"Gold Meat","CAJURU","SP","047°18'42""W","21°15'54""S","817 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-0076.pdf","PA2015-0076"
"SITG","RJ0089",1,"INTO","RIO DE JANEIRO","RJ","043°12'54""W","22°53'38""S","51 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4971.pdf","PA2021-4971"
"SDTL","MG0220",1,"Hotel Golden Tulip BH","BELO HORIZONTE","MG","043°56'16""W","19°54'52""S","940 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-3181.pdf","PA2017-3181"
"","SC0201",1,"BOLD","JARAGUÁ DO SUL","SC","049°03'33""W","26°26'28""S","30 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7337.pdf","PA2022-7337"
"SIKL","GO0158",1,"Flamboyant","GOIÂNIA","GO","049°14'19""W","16°42'35""S","818 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8202.pdf","PA2022-8202"
"SDAH","SP0287",1,"Signo Resgate Alphaville","BARUERI","SP","046°50'54""W","23°29'37""S","788 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-2099.pdf","PA2016-2099"
"SSUX","PA0159",1,"Usina Biopalma Moju","MOJU","PA","048°51'37""W","02°13'59""S","15 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-1762.pdf","PA2014-1762"
"SNWN","PE0050",1,"Alexandre Castro e Silva","RECIFE","PE","034°53'34""W","08°06'42""S","60 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1612.pdf","PA2015-1612"
"","MT0894",1,"FAZENDA CAJAÍBA","COCALINHO","MT","050°51'38""W","13°18'35""S","220 m","VFR","Sem Operação","","1200 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10295.pdf","PA2023-10295"
"SNEX","SP0697",1,"Edifício Luxor","SOROCABA","SP","047°27'48""W","23°31'10""S","650 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-0977.pdf","PA2018-0977"
"SIZE","SP0581",1,"Coppersteel Bimetálicos","CAMPINAS","SP","047°07'25""W","22°59'48""S","677 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2279.pdf","PA2020-2279"
"SSRH","MG0272",1,"Haras Sahara","MATOZINHOS","MG","044°01'14""W","19°32'04""S","684 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7666.pdf","PA2022-7666"
"","AB0031",1,"SIEM HELIX 2","","","","","33 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.022.pdf","PA2023-12.022"
"SJMS","GO0162",1,"Mineração Serra Grande ","CRIXÁS","GO","049°58'05""W","14°34'29""S","386 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-2481.pdf","PA2016-2481"
"SIYY","BA0200",1,"SLDM","SANTALUZ","BA","039°17'40,6""W","11°00'07,9""S","271 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.837.pdf","PA2023-12.837"
"","MT0695",1,"Fazenda Caruan","SALTO DO CÉU","MT","058°05'23""W","14°56'29""S","541 m","VFR","Sem Operação","","1000 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5253.pdf","PA2021-5253"
"","AB0218",1,"FSO PARGO","","","","","36 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9724.pdf","PA2022-9724"
"SJCG","RJ0098",1,"Iate Clube de Santos","ANGRA DOS REIS","RJ","044°26'00,8""W","22°58'40,7""S","65 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2024-13.839.pdf","PA2024-13.839"
"SILM","SC0056",1,"Recanto das Marés","GOVERNADOR CELSO RAMOS","SC","048°31'51""W","27°22'41""S","64 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1340.pdf","PA2015-1340"
"","AB0176",1,"ISLAND ENFORCER","","","","","17,7 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10.568.pdf","PA2023-10.568"
"SWDC","BA0174",1,"Fazenda do Coronel","CORAÇÃO DE MARIA","BA","038°45'06""W","12°16'16""S","233 m","VFR","Sem Operação","","700 m","18 m","5700 Kg /   0,50 MPa","Piçarra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-2420.pdf","PA2016-2420"
"SIBS","SP0470",1,"E-Business Bosque","SÃO PAULO","SP","046°42'37""W","23°30'43""S","800 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-3165.pdf","PA2014-3165"
"","PA0311",1,"CAROLINA","ITAITUBA","PA","057°10'05""W","05°24'11""S"," m","VFR","Sem Operação","","600 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6073.pdf","PA2021-6073"
"SIQL","RO0042",1,"Cacoal Tradição","CACOAL","RO","061°28'51""W","11°26'30""S","180 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1172.pdf","PA2015-1172"
"SWOP","SP0821",1,"APTA","SÃO BERNARDO DO CAMPO","SP","046°35'34""W","23°46'05""S","778 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-0214.pdf","PA2015-0214"
"","RS0194",1,"Tri Telecom","PORTO ALEGRE","RS","051°07'14""W","29°59'04""S","11 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9513.pdf","PA2022-9513"
"SSQB","SP0769",1,"Fazenda Barrinha","ESPÍRITO SANTO DO PINHAL","SP","046°47'54,2""W","22°07'24""S","785 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-3167.pdf","PA2017-3167"
"","CE0146",1,"Condomínio Víllage da Serra","GUARAMIRANGA","CE","038°56'26""W","04°15'39""S","919 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4712.pdf","PA2021-4712"
"SNNF","MS0220",1,"Fazenda Nossa Senhora de Fátima","JARAGUARI","MS","054°38'57""W","20°09'17""S","421 m","VFR","Sem Operação","","900 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-0441.pdf","PA2018-0441"
"","MA0163",1,"FAZENDA FEIRA NOVA","FEIRA NOVA DO MARANHÃO","MA","046°37'34""W","06°53'44""S","464 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-10066.pdf","PA2022-10066"
"","MG0594",1,"FAZENDA NOVA GABIANO","UNAÍ","MG","046°25'33""W","16°50'47""S"," m","VFR","Sem Operação","","900 m","18 m","5500 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.869.pdf","PA2023-11.869"
"SNEV","SC0076",1,"Vargas","BRUSQUE","SC","048°57'26""W","27°08'56""S","61 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-0183.pdf","PA2016-0183"
"SWYF","SP0842",1,"Ambipar","NOVA ODESSA","SP","047°15'15""W","22°45'35,6""S","623 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-2509.pdf","PA2014-2509"
"SJDP","RJ0101",1,"My Way","ANGRA DOS REIS","RJ","044°17'14""W","23°00'53""S","30 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5081.pdf","PA2021-5081"
"SIRU","SP0546",1,"Condomínio Trio Ribeirão","RIBEIRÃO PRETO","SP","047°48'27,4""W","21°11'58,9""S","696 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-3002.pdf","PA2015-3002"
"SDSP","RR0017",1,"Santa Inês","AMAJARI","RR","061°20'25""W","04°08'11""N","58 m","VFR","Sem Operação","","620 m","20 m","4000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2916.pdf","PA2020-2916"
"SDYH","SP0450",1,"José Roberto Magalhães Teixeira","CAMPINAS","SP","047°04'58""W","22°55'45""S","700 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7222.pdf","PA2022-7222"
"","SP1090",1,"Torre Jequitibá","SÃO PAULO","SP","046°42'20""W","23°37'31""S"," m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3524.pdf","PA2020-3524"
"SJZX","SP0848",1,"Abreu Rocha","PRAIA GRANDE","SP","046°24'53""W","24°00'25""S","92 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-3725.pdf","PA2018-3725"
"","AB0240",1,"RAMFORM VICTORY","","","","","15 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.860.pdf","PA2023-12.860"
"SDGG","SP0335",1,"Aché Faria Lima","SÃO PAULO","SP","046°41'39""W","23°33'39""S","854 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3157.pdf","PA2020-3157"
"SSFF","SC0089",1,"Pitangueira","AGROLÂNDIA","SC","049°49'50""W","27°22'34""S","377 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7464.pdf","PA2022-7464"
"SWNI","SP0819",1,"Hospital e Maternidade Santa Marina","SÃO PAULO","SP","046°39'10""W","23°39'25""S","826 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-2202.pdf","PA2015-2202"
"SJMG","SP0634",1,"Mega Mix","SÃO PAULO","SP","046°37'07""W","23°32'09""S","764 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-0181.pdf","PA2015-0181"
"","AB0084",1,"OCEAN VALOR","","","","","29,5 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5207.pdf","PA2021-5207"
"SNAT","RJ0186",1,"Nuclep","ITAGUAÍ","RJ","043°49'35""W","22°53'00""S","6 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3358.pdf","PA2020-3358"
"","PA0327",1,"Bemisa","ÁGUA AZUL DO NORTE","PA","050°27'56,31""W","06°51'48,85""S","315 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-13.165.pdf","PA2023-13.165"
"SIZB","RJ0096",1,"Hospital São José","TERESÓPOLIS","RJ","042°58'48""W","22°25'30""S","987 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1856.pdf","PA2015-1856"
"SDZY","PE0061",1,"Costa de Guadalupe","SIRINHAÉM","PE","035°05'20""W","08°41'17""S","5 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-1533.pdf","PA2019-1533"
"SJJP","SP0629",1,"Posto O Fazendeiro","MIRACATU","SP","047°22'44""W","24°15'24""S","61 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-2528.pdf","PA2016-2528"
"SITL","MS0130",1,"Fazenda Figueira II","ÁGUA CLARA","MS","053°04'15""W","20°10'02""S","413 m","VFR","Sem Operação","","1100 m","23 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-3038.pdf","PA2015-3038"
"","BA0454",1,"July Quartzo","AMÉLIA RODRIGUES","BA","038°44'27""W","12°23'20""S","213 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-13.272.pdf","PA2023-13.272"
"SIIR","SP0506",1,"Brascan Century Plaza","SÃO PAULO","SP","046°40'32""W","23°35'03""S","842 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-2683.pdf","PA2014-2683"
"SJXR","SP0679",1,"B. Cao Viño","PRAIA GRANDE","SP","046°25'03""W","24°00'36""S","52 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7446.pdf","PA2022-7446"
"SJPF","PR0122",1,"Polícia Federal-Foz do Iguaçu","FOZ DO IGUAÇU","PR","054°34'26""W","25°31'00""S","233 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7481.pdf","PA2022-7481"
"SNRE","SP0725",1,"Ellece","GUARULHOS","SP","046°25'58""W","23°28'20""S","780 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-1205.pdf","PA2016-1205"
"SDRO","CE0030",1,"Darinha","CASCAVEL","CE","038°14'53""W","04°06'43""S","33 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-3137.pdf","PA2017-3137"
"SDP2","MA0133",1,"Fazenda Piracicaba","TASSO FRAGOSO","MA","045°45'38""W","07°57'19""S","480 m","VFR","Sem Operação","","1400 m","23 m","9/F/A/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.912.pdf","PA2023-12.912"
"SDBQ","CE0026",1,"Hospital São Mateus","FORTALEZA","CE","038°28'48""W","03°44'30""S","126 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3282.pdf","PA2020-3282"
"SJLY","MG0243",1,"Helicentro BH","NOVA LIMA","MG","043°57'41""W","20°02'50""S","1341 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3.771.pdf","PA2020-3.771"
"SSVQ","MG0274",1,"Vila do Carvalho","OURO PRETO","MG","043°42'23""W","20°22'13""S","1100 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9023.pdf","PA2022-9023"
"SWNX","SP0871",1,"Tek Nações Unidas","SÃO PAULO","SP","046°42'07,3""W","23°37'00,7""S","854 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-3853.pdf","PA2018-3853"
"SDII","SP0354",1,"iTower","BARUERI","SP","046°50'57,5""W","23°30'17""S","881 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5288.pdf","PA2021-5288"
"SSWF","MS0479",1,"Fazenda Cachoeirinha","RIBAS DO RIO PARDO","MS","053°46'05""W","20°18'50""S","435 m","VFR","Sem Operação","","1200 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-1394.pdf","PA2020-1394"
"SSQY","SP0774",1,"Centro Empresarial de São Paulo","SÃO PAULO","SP","046°43'40""W","23°39'04""S","772 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-3142.pdf","PA2014-3142"
"SJPN","RJ0110",1,"Jundiá","MACAÉ","RJ","041°52'32,9""W","22°24'02""S","27 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9512.pdf","PA2022-9512"
"SDWB","SP0440",1,"CYK","SÃO PAULO","SP","046°39'06""W","23°33'58""S","908 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.050.pdf","PA2023-12.050"
"SDTH","MT0062",1,"Fazenda Tamanduá","BRASNORTE","MT","057°34'36""W","13°08'24""S","372 m","VFR","Sem Operação","","800 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-2145.pdf","PA2015-2145"
"SJEZ","AL0016",1,"República dos Palmares","MACEIÓ","AL","035°44'26""W","09°39'35""S","21 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5134.pdf","PA2021-5134"
"SIGU","SP0496",1,"Iguatemi Ribeirão Preto","RIBEIRÃO PRETO","SP","047°50'13""W","21°13'32""S","616 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-0355.pdf","PA2018-0355"
"SJES","SP0615",1,"Main Estate","GUARULHOS","SP","046°28'18""W","23°27'29""S","783 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-0171.pdf","PA2015-0171"
"SJHL","PA0156",1,"Helinorte","MARABÁ","PA","049°04'08""W","05°21'46""S","112 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-1475.pdf","PA2016-1475"
"","MA0116",1,"Fazenda Alegria - H","VITORINO FREIRE","MA","045°21'33""W","04°20'04""S","41 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4932.pdf","PA2021-4932"
"SDTC","SP0422",1,"Edifício Edel Trade Center","SÃO PAULO","SP","046°39'38""W","23°36'09""S","831 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.541.pdf","PA2023-12.541"
"SIPZ","SP0541",1,"Papaiz","DIADEMA","SP","046°37'05""W","23°40'35""S","818 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7806.pdf","PA2022-7806"
"SDGE","SP0334",1,"Casas Bahia","SÃO CAETANO DO SUL","SP","046°34'15""W","23°36'40""S","783 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4762.pdf","PA2021-4762"
"","AB0236",1,"DHIRUBHAI DEEPWATER KG2","","","","","35 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12.298.pdf","PA2023-12.298"
"SDZR","SP0460",1,"SESI-FIESP","SÃO PAULO","SP","046°39'17""W","23°33'49,5""S","910 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.422.pdf","PA2023-11.422"
"SNYI","GO0168",1,"Josidith II","LEOPOLDO DE BULHÕES","GO","048°47'23,4""W","16°36'54,5""S","1082 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-3037.pdf","PA2017-3037"
"SIIY","DF0013",1,"Condomínio Brasil 21","BRASÍLIA","DF","047°53'38""W","15°47'34""S","1189 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-3233.pdf","PA2019-3233"
"SSIP","SC0092",1,"Interpolos","TIMBÓ","SC","049°16'03,3""W","26°50'51,6""S","64 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-1103.pdf","PA2019-1103"
"SWVL","SP0837",1,"Volkswagen São Carlos","SÃO CARLOS","SP","047°52'27""W","22°03'49""S","821 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-2747.pdf","PA2018-2747"
"SDAQ","BA0355",1,"Fazenda da Vida","CABACEIRAS DO PARAGUAÇU","BA","039°06'00""W","12°30'44""S","128 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2093.pdf","PA2020-2093"
"SDYP","SP0452",1,"Piracaia","PIRACAIA","SP","046°20'03,7""W","22°59'09,3""S","883 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2013-2513.pdf","PA2013-2513"
"SJOZ","SP0644",1,"Faria Lima Square","SÃO PAULO","SP","046°40'58""W","23°35'19""S","796 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7648.pdf","PA2022-7648"
"SIHE","PR0108",1,"Fortesolo","PARANAGUÁ","PR","048°33'27,6""W","25°33'15,3""S","10 m","","",""," m"," m","","","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1565.pdf","PA2015-1565"
